source,target,count
Jesus Ramirez,irisvarela,1
Imma ||*||,pallarsdigital,1
Alaska,ultrag4y,1
Josep Cruanyes i Tor,FT,1
Juanma Rom�n,JuanMa_Moreno,1
Laura,ccarnicero,1
Luis Enrique Chavez,VolpiniClaudio,1
Drac *X ||*||,SocialistesIndC,1
L�o,JSLefebvre,1
Rafael Gal�n,PedroInsua1,1
CAROLA SORIANO,indpcom,1
Pedro Perez,nacho991960,1
Enr�quez,agarzon,1
?Fuego Valyrio?,govern,1
Stalowy Je? ??,cassimors,1
supertriqui,claunchin,1
denmadrid,democraciareal,1
Rev. Deep Thought,govern,1
ANC Parets,Berlustinho,1
Cultural Glimpses,KRLS,1
J.D.SANTI,elmundoes,1
Ruth,A3Noticias,1
domine,Cybertario,1
Alba Arranz,Sergiomegasing,1
mirabai,mirabai_m,1
Bukki,3Albert,1
radioactivo,CarlosEstebanRD,1
victoriusbrad,grancocolio,1
Sajarito,carmelojorda,1
Laura Tobon,DeniseDresserG,1
IntExt VeloPreci,Kasparov63,1
Pedro Sant,santiagonavajas,1
lluna vermella,maticatradio,1
Jose,pilarcarracelas,1
Joaqu�n,elfary74,1
Yusi,GINER,1
Carlos Cabello,ElHijoFallado,1
Cu�ado Madridista,IgnatiusFarray1,1
Montse Carrera ||*||,mossos,1
Laia Pujadas,GINER,1
Econ. RLAS.,DiarioTalCual,1
C.Fuentes,JocaVillarroya,1
Montseortizcots,hermanntertsch,1
Vientos de Cambio,Gabrielopev,1
Moi ?,JulianAssange,1
MONICA VADROT,OnestaGerard,1
Lauuu!!,Pablo_Iglesias_,1
Mangel S�nchez,lechura,1
Q-rdistan #Yes4Krd,TheEconomist,1
La Rata Podemita??,okdiario,1
Pedro Garc�a Mochol�,abc_deportes,1
Chari G�lvez Ortiz,perezreverte,1
kathleen delay,thetimes,1
chechunawer,frandepan,1
alvaro aryas,sorluciacaram,1
Joan Rosell,NoticiasONU,1
magnolia15 #No TTIP,GeorgeKerevan,1
Elena Romero,infobae,1
Edi,bbcmundo,1
Srta. Purpurina,UABBarcelona,1
rosario valeron,el_pais,1
Jonathan Solanes,Serranogonzalo,1
ImSigNaL,taucetinet,1
Elena de Andres,celticum,1
pjdhddudud,ErnestoEkaizer,1
CNN is a joke,mitchellvii,1
Marta Juarez,pereceron,1
Xexuss,gsx600rossi,1
Jes�s Corral Torres,ExpositoCOPE,1
spokstad,ErnestoEkaizer,2
joan joan joan,elconfidencial,1
Jesus R Padilla M,Mippcoexin,1
Laura Nieto Manzano,mossos,1
Felix Nova Hiciano,ActualidadRT,1
Silvia Herant,THFFernando,1
Eva Sin M�s,mossos,1
??PACORROCO??,mulu83,1
Joan Antoni D�az,XSalaimartin,1
pedro ramos urarte,Rafaelarenasgar,1
xevi puix,ActualidadRT,1
El NIN,MayoralRafa,1
Abalo Delgado,TEMPLARIO8471,1
Aura Violeta Olmos,ConElMazoDando,2
jaume,AntonioMaestre,1
Denny Jos� Gonzalez,bacalaomandinga,1
PSPV-PSOE,SocialistesVal,1
Aloma Sand,wikileaks,1
Alberto G.,jonathanmartinz,1
bienvenida Rep�blica,fargosi,1
Isaaaa,diostuitero,1
Alejandro,toni_arevalo,1
Sergio Gonzalez,TraedRuffles,1
Rocio Castell,aminahekmet,1
Usui Targaryen,OlympicsSlayer,1
cristian suarez,anamirandapaz,1
Ragnar Stark,kidwithagun,1
luis valencia,FCBarcelona_GO,1
G.A...,LaVanguardia,1
JMG,ElHuffPost,1
Brian,JulianAssange,2
Deborah A. Street,CNNEE,1
Man,Watcher_Ven,1
Coco22,LANACION,1
Euli Monta�a Teixid�,maticatradio,1
yohander izturis,Elcataveneno,1
Will0815,JulianAssange,1
Pere Rafart,marcdobrev,1
Ellen Barry,nytimes,1
Ga�xu,DoctorMoriarty,1
Elena de Andres,agarzon,1
Paulofutre,juanjodom,1
(((Maria Pasqual))),UsacEsPueblo,1
Conversation Bug,kylegriffin1,1
KINGS ARE COMING!?,pnique,1
Cristian,PabloTilo,1
Juan antonio Ferr�,FurioBacete,1
Emilia Guzman Joya,josecdiez,1
Jaime Cortes,perezreverte,1
Remei Clar,elnacionalcat,1
Jose Escobedo ?,pictoline,1
lkmlvc ???????,RadioCanadaInfo,1
Oscar Gutierrez Ros,324cat,1
Mercedes Otero,ActualidadRT,1
Xavi Bosch Amate,XSalaimartin,1
marta collell,IRONPELOI,1
COSTAMARTA II*II,AlainGGagnon,1
#8-#25,karentodoroff,1
J. Garc�a Medina,Santi_ABASCAL,1
Marcelo Japaz,berlich,1
Antonio Saor�n,najarumi,1
Heber G�mez,teleSURtv,1
Jorge Regadera,oski_sainz,1
BICHILLA13813,guikxy,1
Miguel Alvarez,marianorajoy,1
Sandra C.,IgnatiusFarray1,1
Enrique Garc�a Usero,_infoLibre,1
bocatajam�n,iescolar,1
Victor Piedra,elespanolcom,1
Miguel Maiza,ibraestebul,1
Presstitute Media,ActualidadRT,1
EMPEGUZ,ppmadrid,1
YoSoyLaOtraLaOtra,rodrimart1980,1
Irene Rivera,CiudadanosCs,1
Comeback Ssn OD11,BarcAddicts,1
Rosa Font Reg�,Ivan_Pietri,1
NIO1974,KontraInfo,1
My name is ROCK,AnitaBotwin,1
elmambru,sanchezcastejon,1
javier merchan,Toquero_theboss,1
NURI TOBELLA,adrisancast,1
??Vampiro cabreado??,EnricJuliana,1
Ben Sanderson,AntonioOrtugno,1
tavarish-huayra,agarzon,1
Alvaro Fornos,teleSURtv,1
Merc� Casas,Sirsha_art,1
JOSE,Silvia_Senz,1
Fred Navarro Garc�a,Gabrinsito,1
claudia gc bell,cayetanaAT,1
N�ria Carandell,Iaia_Toneta,1
Dark,aszenn,1
juvenalmaster,GAMBA_CL,1
AVgVst II*II,ramonaguilarg,1
Lisandro L�pez,CBalear,1
mau,infobae,1
Anna Fabregat,business,1
FRANCESCO ANCONA,Agenzia_Ansa,1
Daniel Gamper,indpcom,1
Iordi,jrosell,1
Imma Bosch,GINER,1
marcos,dmarques_sp,1
Mart� Ca�ellas,lopezbofill,1
Diego Arias,europapress,1
PedrinRSG,SGS86Oficial,1
Andrew Jackson,APHClarkson,1
Isaac Jasrod,GINER,1
ainhoa,blonstark,1
Adri� Reniu Vald�s,JulianAssange,1
jogmann?,FrenchFCB,1
claudiataberner,Sorayapp,1
Carlos_Z,elmundoes,1
El Tonto �til,LaVanguardia,1
Ra�l Crespo Mor�n ?,AnitaBotwin,1
SPAEZS,el_pais,1
Jose Angel,abc_es,1
David,GerardoBueno97,1
SrIgnacio,davidbroncano,1
Raquel Riva Alvarez,Pianafierro,1
manuel alfonso,ahorapodemos,1
Lisabeth Donley??,JulianAssange,1
Davillete,SuzyCortez_,1
Eliudys,Luis_Hidalgo2,1
Ana oca�a,JosPastr,1
Edu Alva,davidbroncano,1
Ana Ruiz Jurado,ElisaRo16596515,1
Ministre Petain,epaluzie,1
David Soul,Kasparov63,1
N�ria Font i Puig,vilallongapac,1
Kitoyjodiendo,teleSURtv,1
Asier Baiona ?,DavidMeseguer,1
Bruno...,Oscarmg24,1
ronia,TroyanoPay,1
Xondalar_13,CapitanAdobo,1
?,abc_es,1
Lua?.,Korah_FF,1
Pablo Fern�ndez,estreinchlof,3
Jorgiees,iFerryUHC,1
Gabriela Bustillo,HugoSantaromita,1
???lusorquero??,Ezeki96,1
Neus Font,frandepan,1
Yo mismo.,agamiz67,1
Eric,blonstark,1
Xav1 velascO,Pedro_Arancon,1
RedObreraComKari�a,ActualidadRT,1
Jaume Calv� Colomer,MJLecha,1
Piu,_ayme,1
ana victoria,hugbelpsuv,1
Fart,Twit_terrorist,1
Maximiliano Zapata,Marxvan51,2
Oriol Villar�,Isaac_kiri,1
�scar,324cat,1
JOHN WILLIAMS,EllenBarryNYT,1
Simpartunas,lafalange,1
Miquel,Snowden,1
mateomo68,VidalQuadras,1
Doggy ?,RainDoblas,1
Jordi Grau Rami�,jaumeclotet,1
Raul Royo,Isidoro_sevilla,1
Pierre E Lavoie,vuduquebec,1
Marta Vallverd�,Marta_catalonia,1
jpadros,DesInfoCAT,1
la colu,jordievole,1
Angeles B N,Elaguijon_,1
Juliana Gtz,DeniseDresserG,1
Pablo Mora,ActualidadRT,1
Octubre1900,AngelBergada23,1
Jordi M-R,paulmasonnews,1
ermessenda carcasson,naciodigital,2
Josefina,Larissacostas,1
Albert Gonz�lez,davidbroncano,1
Piktwit,YoWarupo,1
Mar�a Barreto,ecotalvora,1
Marta Vilanova,Berlustinho,1
Xavi Franc�s,revistamongolia,1
J Gal�n,carloscuestaEM,1
Plan�te Bar�a,jmbartomeu,1
Rocio,mejoreszasca,1
nurz,LaVanguardia,1
Alberto,guardiacivil,1
distritodeusera,ElHuffPost,1
SykAdap,govern,1
Ra�l Quir�s,cakealatake,1
Jos� Antonio Mart�n,jalemanuris,1
Sergipd,elpidiojsilva,1
Esparroqu�,elpidiojsilva,2
? h i n a t a ?,AnitaBotwin,1
VERA L�CIA dos Santo,TITORODRIGUEZZ,1
a!ez.,cxlturx,1
Anthonyjosecruiph@gm,NTN24ve,1
Dion,Limeyr1,1
Antipodemos,pacomarhuenda,1
D�nerys,DavidMeseguer,1
Pablo Alarc�n,elbaronrojo,1
Ramon ?,antifa_granada,1
Mike Briceno,MLSTransfers,1
D. Morales,Channel4News,1
Giuseppe Rinaldi,20m,1
M�A La Aut�ntica,ldpsincomplejos,1
Dougie Jones,JDamian3F19,1
Paula,marianorajoy,1
Jose Martinez,MiguelABernalV,1
C.C.M,carmelojorda,1
Luis Eyre #1Oct,En_Marea,1
jose juan rodriguez,SusodeToro1,1
Marinella Anglano,LaVanguardia,1
Se�or Ted,rubenlodi,1
Ashley,deray,1
Cleopatra,protestona1,1
Cs Madrid Arganzuela,europapress,2
Xxxtentacion fan,rtvbn1,3
Carlos Aceituno,FonsiLoaiza,1
Jordi Sampera,vilallongapac,1
Piolindependentista,nenedenadie,1
LinkingFer ||*||,IgnatiusFarray1,1
Manuel Figueroa,elpais_america,1
Francis Hern�ndez?,rancio,1
Manu #50,SaraRivero9,1
raul hernandez,dgardoSacapunta,1
Reflexions NS #1O,elpidiojsilva,1
Eva Maria Caba�es,olivelvet1974,1
ALBERKALY,agarzon,1
Abel G�lvez,DiegoPodemos,1
manuel alfonso,Rafa_Hernando,1
Natalie Summers,europapress,1
? #ChavezVive ?,begocandanga,1
@lajacaPaka,M_AndersonSF,1
jesus santin,marianorajoy,1
Marc Gass� Tall�,antonlosada,1
Roger Castilla,europapress,1
MariaD,Miree_6,1
say anti-white,Channel4News,1
Jaume Roig,Old_BlueHat,1
Javier Bermejo,elpady,1
Clemente Talavera,eljueves,1
Mari�n Vald�s,PSOE,1
Jmostel,ramonlobo,1
Lourdes Cedillo R,MorenoG_Agustin,1
Sabri.,lnstantFoot,1
Txeito,jordievole,1
R.G.,rhm1947,2
Nicol�s Reyes,Pablo_Iglesias_,1
Zazo.,AdriConDones,1
Carmen Santana,CCivicaCatalana,1
Fernando Gonzalez,jordievole,1
PaloJose YouTube,TraedRuffles,1
DeepFriedPenguin??,_WeAreScotland_,1
monttse,CiudadanosCs,1
ntxith,GeorgeKerevan,1
Superika,okdiario,1
mortiner983,Ajaumandreu,1
Luz Perry,gerardquintana,1
Clara Coll-Vinent,RaquelSansDuran,1
Sergio Ponce,A3Noticias,1
JoseVictor,GustavoVela71,1
Jmostel,tableroglobal,1
y casanova,elmundoes,1
Ignacio de Sig�enza,JLambanM,2
Guerra Universitaria,Caidadelatorre,1
Jos� A. R. P,voxnoticias_es,2
Daniel Mart�nez,324cat,1
anna?NiOblitNiPerd�,EOBroin,1
Angel Gudi�o,LorenaRuiz_H,1
LocallyGrownCucumber,JulianAssange,1
Nicholas Bayley,FCBarcelona,1
Msais//*//,wikileaks,1
CARRASCLET ll*ll,elpidiojsilva,1
Willy Gonzalez,edoilustrado,1
Silvia Oberlin.,silviaoberlin,1
??st????_s??y?,_AritzGH16_,1
Joana Farrera,lluis_llach,1
Xavier Rosell ||*||,Henzovic,1
Rosa Maria Sanchez,podemosottawa,1
Unknown Subject,KaryCorrea,1
Raquel,dirtylaw,1
Ppaulens,davidbroncano,1
Sim�n Espino Hernand,SimonEspinoH,1
quevienenlosindios,naciodigital,1
Jose Antonio,Jaswinky,1
Fernando Mu�oz,eumrz,1
Eddy,XulioFerreiro,1
luis bd,ActualidadRT,1
Marina Batet,aminahekmet,1
Joan martin,tonicantona,1
Famila,perezreverte,1
Anna Garcia Roda,inesitayaky,1
Met,JulianAssange,1
Akanjo,Morveer,1
cesar manuel silva,UNoticias,1
Beatriz,rominapenate,1
Valdi9,davidbroncano,1
BUY FOLLO?ERS :vzy,Jpcsol,1
Helena,KRLS,1
????,Actualites_FOOT,1
jaime de larriva,europapress,1
fernandomys,RaholaOficial,1
J.B.?,JanneRiitakorpi,1
Alicia Jim�nez Roble,Milenio,1
noelia,Cs_Madrid,2
peter mccue,WingsScotland,1
auxi.,davidbroncano,1
Joan Cid,elbaronrojo,1
Revolucion popular,petrogustavo,1
I EAT ASS,FacunMoreno,1
Carlos Velasco,MGutierrezCs,1
Mari�n Ros,Sirsha_art,1
sousaabogado,Rosevelz,1
Marcus,el_pais,1
Pedro Jos� Rodr�guez,JulianAssange,1
Jos� David,sergio_castro_g,1
Jordi Roig,diariARA,1
Jes�s Herrera,_muzki_,1
Ricardo L�pez Port�,vivere__memento,1
Milkman John,PinkBelgium,1
Srg  #�c,Telicka,1
Beatriz Juez,henrydelaguerie,1
Fiona Ferguson,catalangov,1
Maria Aurora Barreir,TeresaGS26,1
Irati,BringMeMyDonuts,1
Ana Ce�a,Herzogoff,1
Patricio LPDA | #324,metroadelantado,1
piorno,JulianAssange,1
Savoie Jac,RsiRoger,1
Cecilia,drexlerjorge,1
Pelucha,manriquehector,1
M.Dolors Ruiz,CNN,1
YORYO,europapress,1
Ileana,GaelGarciaB,1
Solidaridad,el_pais,1
El azote del progre,hermanntertsch,1
Suso Santos,elperiodico,1
Toni Rossell.,vox_es,1
LLANOS,subversivos_,1
Christian Peacemaker,vvanwilgenburg,1
Estiwi,PSOE,1
Mauricio Larrea,infobae,1
Marta Pallar�s,lopezbofill,1
Jonathan,marca,1
Charo,miqueliceta,1
Txus Gonz�lez,Escrotofragil,1
s?????~ #S�,324cat,1
Alejandro jofre,teleSURtv,1
manuel alfonso,PPopular,6
AGUSTIN ??,bbcmundo,1
wilovy,iescolar,1
Jazmine and Hano ?,DeniseDresserG,1
H�l�ne Leduc,Equipe_Ouellet,1
lopm46,Europe1,1
P. Solsona Bargu�s,naciodigital,2
Antonia Mart�n,basteiro,1
Jorge Villamar Cruz,ActualidadRT,3
Lloren� Prats,lizcastro,1
SantitnaS,govern,1
Yoryo,ErnestoEkaizer,2
Maggie G Labarthe,elpais_america,1
Carloastur ??,europapress,1
Trave,DaniMateoAgain,1
Robert Rosset Pinyol,sorluciacaram,1
Ivan Lopez,govern,1
Daniel,javijotaauvei,1
Aurora Gonz�lez,DarwinHK,1
Paco,Barcelofia,1
Paco Carabela,Gato_directo,1
noelia,AntSoubrieCs,1
Jordi Rivas Gomez,JonasMarek,1
David Sierra Garcia,raulmagallon,1
cristian35,Pablo_Iglesias_,1
Espa�a-Unida,diostuitero,1
Wolf Lonely,ierrejon,1
S i l v i a,CNNEE,1
Jos� A. R. P,romecaldes,2
Silvi Wilde,rinconet,1
Kayl,tonicesteve,1
Nabil El Quaissi,business,1
Vero,FacunMoreno,1
Marouane Turkoglu,elnacionalcat,1
Asun Jim�nez ?,DavidJimenezTW,1
Javi Salamanca,martuniki,1
GLR,julia_otero,1
javichu36,agarzon,1
Cayetano,SuNotissima,1
mena,joseprull,1
Isabel Jim�nez,rubenmugica,1
GigiV46,guardian,1
Ana belen lopez diaz,pereceron,1
Se�orita Majennta.,lapuntitanamas,1
lola,AntonioRNaranjo,1
Jean-Pierre Gagn�,robin_prudent,1
Manuel Lavin,elespanolcom,1
Antonio Cruz,forogc,1
COITUS INCORRUPTUS,AntonioMaestre,1
AnoniMato,cuartopoder,1
Mi l�mite es mauri,TognettiDaniel,1
Barbara,ErnestoEkaizer,1
Barb Trerice,kylegriffin1,1
David Jaime,JoaquimBoschGra,1
Juan Miguel Escrich,marianorajoy,1
Thoniel,AntonioMaestre,1
Bu�a,Miguel_Iniesta7,1
MMM,TITORODRIGUEZZ,2
Jakimuca#NoTTIP/CETA,rosamariaartal,1
Sara Corral Mu�oz,llroure14,1
DIGNIDAD,DrWilfredoBello,1
Anna Sinatra,agarzon,1
Guillem Mart�,nytimesworld,1
Juani Barrio,hermanntertsch,1
Lynn Rescino,deray,1
Emilio Santiago ??,JoseMaGarciaSua,1
Eduardo Zamora,m_zamarripa,1
David P�rez,IgnatiusFarray1,1
mounaser la GMA,jordi_boixareu,1
Gaizka ZA,CarlesMundo,1
hariamjo,carlosbardem,1
David Plana,aminahekmet,1
Diego Lopez Montoza,diegomonty55,1
Ic�a,_ju1_,1
Pili G. ??,pepito_garca,1
llibertat real,ErnestoEkaizer,1
Gines Pagan Rubio,JoaquimBoschGra,1
JuanRomero 1-O ||?||,KyllonenMerja,1
Pablo?,pablomy92,1
galatea,MonarquiaEspana,1
niobe ll*ll,elbaronrojo,1
Formal Flexible,kylegriffin1,1
Juan Tronconi,MarianoPinedo,1
Santiago,DeniseDresserG,1
Fernando Esteves,AristeguiOnline,1
Abel Garc�a,spectatorindex,1
S�lvia ?He votat S�?,DretsCat,1
Annalisa,pistelligoffr,1
El Labrador,teleSURtv,1
stephen,Arron_banks,1
Agustin Caso,ferbelaunzaran,1
S�vio,LaVanguardia,1
mario Moreno,MDELAO,1
Sonia.,AntonioMaestre,1
Maria Mas,bbcmundo,1
Andoni Goiriena,iescolar,1
N�ria Ara�na,towards_freedom,1
MariainLondon,marianorajoy,1
godlover,JulianAssange,1
Rosi ??,informativost5,1
Censura 1OCT,btvnoticies,1
FINA#EnsVolemVives,ActualidadRT,1
sebastian,rtvbn1,1
�:?    Alxx ljj,bbcmundo,1
Luis Mora,esperanzagarcpp,1
Pablo Fern�ndez,jpquinonero,1
Esaro1905,RAFAELLEALSALAZ,1
Ruth Marina Pedrea�e,gustavovecino,1
????????,CelopanYT,1
Mateo Cardona,ActualidadRT,1
Vicente Salinas,GLlamazares,1
Jordi..P�rez,PPopular,1
Andr�s Gonz�lez,nlclhc,1
brofist,lamarea_com,1
Dark Energy,AntonioMaestre,1
alexandrafigueroa,20m,1
Maria J.,ali_anzola,1
Nuria Coe,ramoncotarelo,1
Paola Aguill�n,CNNEE,1
Alexander ?Long V,petrogustavo,1
Joan David,blonstark,1
Mart� �lvarez,KRLS,1
Saly Evans,alex_UCM1,1
Madriz y punto.,txarito27,1
H�ctor Verdejo,Revolucion3_0,1
Xavi Damians,ForcadellCarme,1
Jose,Societatcc,1
H�ctor Verdejo,ELPINERO,1
Rosi R. Mestre,sanchezcastejon,1
Marta S�nchez,rdrguez1,1
Ramon Vendrell #S�,ForcadellCarme,1
David Bordes,poyitopoyote,1
Mathieu Tremblay,PKP_Qc,1
yoSoy,perezreverte,1
Pennywise ?,jmkarg,1
Eva Ballerina,AnitaBotwin,1
Lobis,vicsiemon,1
Daryl Dixon,CallMePains,1
Alberto,Extremaestafa,1
adria alcaraz,davidbroncano,1
Paula Hern�ndez,olallacalzado,1
Travis,garcimilan,1
Diari La Rep�blica,vilallongapac,1
Jose Manuel,Mamba4F92,1
Freddy Contreras,piedadcordoba,1
Maria Jose Belmonte,vivere__memento,1
Sorpreso,SoldierPeople,1
Pascal Sauvage,cartoonmovement,1
Pepa,mtemprano,1
Francisco Ca�na,escatllar,1
Cruz+Gu�a ?,carloscuestaEM,1
Ella,JulianAssange,1
ManelEscriv�,DebatAlRojoVivo,1
Itxaso,naiz_info,1
Mikel Echavarren,elmundoes,1
J.R. Robert Land,DiegoPodemos,1
Albert Armengol,jofrellombart,1
Espa�ol Cabreado,CdV_Argentina,1
Dianna M. Marqu�s,DavidMeseguer,1
Anna,RevistaLuzes,1
Dr. Pardo,adriana020304,1
Salvy Berlanga,A3Noticias,1
M�riam ||*||,Independent,1
Aegon,jordievole,1
H�ctor,EsppeonzAguirre,1
Eres mala Muriel,Snowden,1
JUAN CARLOS DIAZ,SUKOICRIOLLO,1
Rafael Gal�n,cav_carmen,1
NEO Bahamuth.,Miriam_Junne,1
Rocio Limon,CiudadanosCs,1
Pato??,LuzuGames,1
FuerzaUcrania,julian_ortegam_,1
Ms. Janene,Reuters,1
#FreeLeonardPeltier,ggreenwald,1
FJGZurita,Ainhat,1
albs?,exteriorscat,1
Steph3ngib ??,catalannews,1
Mr.Heavy,TraedRuffles,1
Madame Schoemaker,draven_san,1
Dioni,covita666,1
Jean-Pierre Leboeuf,LCI,1
Mart� Ruiz,CNN,1
N@i@r@,naiaritita,1
Atl�tico L�pez?,saulfrills,1
isai,joserra_espn,1
Bel,Lolo_Sev,1
Albertico limonta,ekbufalo,1
EvePriQui |? |??~|?,epriequin,1
Josh Chateau Led�n,CNNEE,1
Galolivares,ActualidadRT,1
H�ctor J Rodr�guez M,LaHojillaenTV,1
fernando de palacio,forogc,1
Iramgon??,cakealatake,1
Alejandro Fragoso,AristeguiOnline,1
it's Andreas bitch!,imfrancisconce,1
gud,theintercept,1
Pablo Mart�n S�nchez,AnitaBotwin,1
marluna,CriticaGH,1
VIS�A EL BAR�A??,FCBbasket,1
festeban111,BarbarieAbsolut,1
#YoNoTengoPresidente,julioastillero,1
Elaine Muir,Snowden,1
Pingu,Albert_Rivera,1
ferran #resili�ncia,ArranManlleu,1
Paola Eguizabal,voz_populi,1
Mire,guardiacivil,1
Natalia Dansa,mossos,1
Jorge A Montijo,atilioboron,1
Luciano65,Laura_Rodr_,1
Menelik Tabot,PPopular,1
Miguel Tom�s ?,Santi_ABASCAL,1
Txomin Gara,Santi_ABASCAL,1
GAT,JulianAssange,1
Evelin S�nchez,apuente,1
Sorrel Warnes-York,paulmasonnews,1
????????,Snowden,1
1-ONoVotoBlack Metal,Ajaumandreu,1
Sara Elvira Ibarz So,AmoedoCom,1
Josemarimartin2,GraafiaMM,1
Oscar M83,jordievole,1
Pere Colomer,JulianAssange,1
antoniio lpz?,franlopez011,1
Robert Vierbergen,rvierbergen,1
Jo?� F�?i?x Me??,EvaMariaLopez9,1
Liass0105,el_pais,1
Rosa Sanchez Lainez,elpuntavui,1
Plaid Cymru London,BBCJamesCook,1
cateye,324cat,1
Bianca Vidal,ANDRES_CANO42,1
Gabriel Ansia,AnsiaGabriel,1
COSTAMARTA II*II,naciodigital,1
tomas portoles,AntonioMaestre,1
3PP Movies,NatStClair,1
Elvira Quintero,SillePe,1
#SoyAZUL!!!!!!,sapijoma2,1
Manuel Castro,forogc,1
Sergio Guerrero,julioastillero,1
Alessandro Jonathan,LaDivinaDiva,1
Elias Garmendia,KRLS,1
Alicia Ortega Mu�oz,CincoDiascom,1
Cristina Clares,lamarea_com,1
VR,pacomarhuenda,1
Cristina L�pez,elmundotoday,1
Josep Riera,eduardoinda,1
Robert Buntin,salome_debbie,1
Democracia,JanneRiitakorpi,1
CLARITZA/CLARITZA,ActualidadRT,1
Angels,denterd,1
alberto c�rdoba,jsarrionan,1
Diego Casa�a,ldpsincomplejos,2
Darwin Alex,hector_pacheco5,1
Paloma.pal,pnique,1
Queralt Codina,govern,1
Presidente Ralph,ofdachurch,4
Bego�a,el_pais,1
Salado,BorjaBarba,1
andrea viazzi,berlich,1
Guadi,masademocrata,1
John Stuart,Independent,1
Kaco,joseleten,1
They Call Me Angie ?,Puerto56_,1
Melissa Ram�rez,Puerto56_,1
TamaProjects,capa_carlos,1
Jorge@genius,AlejandroSanz,1
kaskan drill,sanchezcastejon,1
?ois�s ?uengo ??,MaxQuitral,1
Falc�,cakealatake,1
loli ber,CCivicaCatalana,1
Enrique Clemente,sevillajordi,1
Alberto Ot�lvaro B.,el_pais,1
F.L.F.,elbaronrojo,1
Jose reina,Sorayapp,1
Escuela27FInsurgente,PrensaLatina_cu,1
ZulemaDelgado,Miticofelipe,1
Unamujerconsombrero,SkyNews,1
Esther Jornet,jcuixart,1
??????.,perezreverte,1
Abandoned on t moon,Vincent_Pana,1
Familia Racing ��,Exagerardez,1
Catalina Florit,davidbroncano,1
StringerBell,pablomy92,1
NConway,catalannews,1
Ana Navarrete,gracetruj,1
Armando de las Alas-,jg_dominguez,1
M.,LeoAgusto,1
Silvana,Reuters,1
jose lopez,COJONESAZUL,1
Llorca,Relojero781,1
Cicuto romero,JosPastr,1
manu val alons,EspejoPublico,1
AndresEduardoCampos,TemplarioResisT,1
NoDaysOff,JulianAssange,1
sergiobudy23,SevillaActual,1
Jeannie Hartley,cnni,1
Daniela Lobos Fabres,teleSURtv,1
WeAreThe45plus,JulianAssange,1
sonia,sextaNoticias,1
Marc Esplugas~,govern,1
mallmar,AlexHinojo,1
Elisa Acosta arenas,DeniseDresserG,1
WarriorsOfTheRainbow,RoseLaloba,1
The Indy Poet,_PaulMonaghan,1
Pepenamos,agarzon,2
almudenacano,arsenioescolar,1
G.U.Y,Wilton_yt,1
Mar�a Fern�ndez,Cristiano_Brown,1
Y a mi que mecuentas,guardiacivil,1
jenni aguilar,dasdasdad1,1
Enrique Cepeda,aangelsala,1
Roger Aguilera,Famelica_legion,1
Carlos L. Guardiola,kurioso,1
Vick Torrance,bbcmundo,1
Daniel,jorqueracaselas,1
unkasbat,AnitaBotwin,1
Vicente Duque,polojuancho16,1
denmadrid,laradiodelsur,1
AlmasGemelas?,Pberraondo,1
Gustavo Gudi�o,infobae,1
Miguel Maiza,CCivicaCatalana,1
Francisco Mor�n,Nanchinho,1
anna sabate,KRLS,1
Soraya L�pez,a_nmilara,1
Cs Huesca,CiudadanosCs,1
Alberto �lvarez,jorgeramosnews,1
Agust�n Jim�nez,abc_es,1
Futball Twitta,yaguu9922,1
Josep Cruanyes i Tor,cota3143,1
AnnaBl,davidbroncano,1
romi llanos mamani,iescolar,1
TJ,ClaudeDuguay2,1
daniel galiano,jnitale,1
Xabier N��ez,respuestasvegan,1
vision 360,VillegasPoljak,1
Mart� Benach,324cat,1
Emiliano G L,Crunchy_Latam,1
tomesgal,tableroglobal,1
liberfutsal,Aleix45888458,1
Jos�  Mar�n?,JCTapiaLMB,1
LUC�A ?,masademocrata,1
Gustavo Ugarte,elisabeni,1
UPYD Melilla,Enabiertoptv,1
Rosaaltinez,JesusMGranada,1
Lr,publico_es,1
Cristina ||*||,AntonioMaestre,1
Sr_vasp,Vaneti_rapalla,1
bruji,narutoselfie,1
Miquel Gonz�lez,sninobecerra,1
Jorge Dalorto.,Pablo_Iglesias_,1
Marelen,el_pais,1
Montse Botelle,LaVanguardia,1
Javier R.,Nanchinho,1
R Vargas,Edy_V77,1
LuisLeoLira,SiPeroNo1,1
Paulnc,ChuletaCordero,1
Roc�o Arana,JosPastr,1
Jose Ant. Escalera,europapress,1
TheCholoOne,Pablo_Iglesias_,1
NEO PILDORA ROJA,Ferreru4,1
idaira ?,ekilipsnow,1
L?�?,mondogasparotto,1
GengisFran,dasgoed,1
Imatgine He Votat,c_cardenas_s,1
Luis,jordievole,1
Miguel Marin Navarro,FCBarcelona_GO,1
Carmen Gomez Ruiz,Pablo_Iglesias_,1
olga acu�a,sfcazon,1
Ryan B Dennison,wikileaks,1
Fran mr,JulianAssange,1
Jan MG,324cat,1
Xabi,324cat,1
Maid,Psychedelllia,1
Home Que Vai,CiudadanosCs,1
Erin,JulianAssange,1
Shasha Durden,xurirux,1
kay,toni_mandai,1
Elcid,elcidmarkets,1
?,pictoline,2
jaume meneses ||*||,mpvics,1
Pelencho Cabrera,BlaancaNiieves,1
Carles Iriarte,iescolar,1
Opina un ciudadano,ElJodario,1
Catalavorrit.,canete707,1
