source,target,count
Espe Virino,JesusCintora,1
Al Ojo X 100%,ActualidadRT,1
Lorenzo Ca�ardo,pereceron,1
Gonzalo,Joaqu2n,1
??Carmen?,JorgeBustos1,1
S�lviaMdezCahue,elpuntavui,1
Eric S�nchez,Pablo_Iglesias_,1
Samuel Gonz�lez,Javideverano,1
Joey Thomas,NBCNews,1
Joanmig,ramoncotarelo,1
Harta de Ti,elperiodico,1
angel rodriguez revu,lamarea_com,1
?i?? ?lmi??ll?,aminahekmet,1
tekstar77,JulianAssange,1
Marta Carrasco,ernesturtasun,1
VivaLaVida,arturelpayaso2,1
Albert Bonet,GINER,1
yone carbo,PabloPauPaulo,1
Adrian Rincon,RakelDelgado,1
Peter Klip,left_voice,1
Roberto Corr�a,fcbarcelona_br,1
?ALFHILD?,PapaGiorgioReal,1
??Brandelyn????,nytimes,1
Cogito ergo zoom,JulianAssange,1
Casper,CataloniaHelp2,1
Roberto Rodriguez R,perezreverte,1
KIMBERLY LUGO,jordievole,1
Ra�l Pi�eiro Rguez.,el_pais,1
Sr. Lobo,DolorsBoatella,1
?????,JosAntonioNez,1
Salva Villegas,Sergi_nyu,1
?L'Alg�rien?,govern,1
Francesc de Dalmases,epaluzie,1
Fer,MarionaMB,1
C�sar samperio,CBescansa,1
Dantes,vicentmontagud,1
Quim Puig,mossos,1
#TakeAKnee,ABC,1
Joan Vera Gracia,MJLecha,1
YAIZA LORENA GORRIN,AnitaBotwin,1
diego,Santi_ABASCAL,1
Jorge Gonz�lez,ActualidadRT,1
shorewife,kylegriffin1,1
alex hervas ruiz,govern,1
�aputx?t? s?cidiosa,Pedro_Arancon,1
Mari Carmen,CCivicaCatalana,1
Ojos cansados,elmundoes,1
Vado #ApoioLavaJato,MiguelUrban,1
Reina A.,petrogustavo,1
Joan? #prenpartit,MJLecha,1
Juli�n Andr�s Avella,perezreverte,1
Walter White,mossos,1
Maria Par�s Farrera,joaneliesadell,1
Ana,marca,1
Ton�t,protestona1,1
R????? N???? ?,20m,1
Roman,El_Intermedio,1
? Manu ?,Adrinosaurus,1
Sergio Victorino,TraedRuffles,1
Humberto Barrera,eltapudosv,1
Jose Antonio Rincon,elmundoes,1
Alejandra Casta�o,norcoreano,1
resistoluegoexisto,AntonioMaestre,1
Marta Pintos,Solucionador24h,1
?~Cristian~?,PabloMM,1
Silvia,elmundoes,1
Pere Angerri,lasoniaha,1
lluna vermella,ReiniciaCat,1
Miquel Garcia,324cat,1
Luisa,abc_es,1
carmen santin,A3Noticias,1
?????,isaacfcorrales,1
Nikator,CristianSeguraA,1
Sonny Daes,BBCWorld,1
JesusMGranada,JesusMGranada,2
Alberto J Torres,elmundoes,1
Proyecto NAUTILUS,Xuxipc,1
C�lia Cernadas,govern,1
TCHEZOUNME Th�odore,afpfr,2
Beatriz Elena,elmundoes,1
Emilia Rose,SkyNews,1
Steffon R.K Campbell,CNN,1
Jose Guarnizo,jordievole,1
Sergio guti�rrez,marianorajoy,1
Sonia Andara Otaiza,correoorinoco,1
Valent�n Iglesias,AntSoubrieCs,1
Armando de las Alas-,okdiario,1
MJP_UdePanam�,BenjaV7,1
33 revoluc1Ons,JanneRiitakorpi,1
J.C. Diez Giner,ferrantorrentll,1
Iceman34,ConElMazoDando,1
MaryAnna ?,JulianAssange,1
Tritemio,sextaNoticias,1
Meritxell Terr�n,_PaulMonaghan,1
Montr t pied,LEPLUSBEAUGTAV,1
"ver, oir y....",ejimenezcara,1
Loffsner,jordievole,1
Francisco,agarzon,1
jr,naciodigital,1
francisco Gallego Pa,mushocordoba,1
Casun l'Olla,epaluzie,1
Adolfo Laborde,ilsestandup,1
YanBernie,AristeguiOnline,1
GM,CDR_EsqEixample,1
�lex Marquina,GINER,1
CARLOS CARRETERO,aspid1968,1
Dario Rodriguez ??,dark_angel_xy,1
Esther Valverde,estherval96,1
Miquel Perea Borr�s,KRLS,1
BB_Brinquitos,dcabellor,1
Paula Nobeaux,govern,1
Joan M. Altay� Tormo,junqueras,1
Agir Perist,GianniVernetti,1
Diavol@,CarlesMundo,1
Briek?,CityNews,1
David Boatella,govern,1
Xavier Just,aleixsarri,1
.:T,diariocritico,1
John MA,JulianAssange,1
Jos� Lu�s D,Limportant_fr,1
Democracy UK,oflynnmep,1
Bea,FonsiLoaiza,1
lily lemon,AnitaBotwin,1
Francisco Aguilera,GeneralDavila,1
JJ,Mr_Marzo,1
Aidan,SkyNewsBreak,1
Maria Bosch Bou,MVallesPrats,1
ArubitaconPizza,davidbroncano,1
Tricia Rajabipour,JulianAssange,1
vir co�o,IgnatiusFarray1,1
�?Adonay?�,3gerardpique,1
D-VICIOGAMES,DVICIOGAMES,1
David,philmusical,1
Loles Gonz�lez,toniaira,1
Julia Moretti,TognettiDaniel,1
VollDamm ?,AiniApgg,1
LUCY ??,AgdelrealDel,1
Signatus y Pardinus,agarzon,1
Bleuocean,basketlemag,1
Samuel Jara,IgnatiusFarray1,1
Mar�a Elena Casero,Santi_ABASCAL,1
Mar�a Jes�s Gonz�lez,Herzogoff,1
D�xome un paxar�n,iyangc,1
Christine DeCarlo,JulianAssange,2
dani morte,GINER,1
ENELAVILA,KathyPennacchio,1
Mari Carmen �beda,rosadiezglez,1
mariano alfonso,AntonioMaestre,1
CLEOPY,TVVnoticias,1
Jorge Preciado,LuisCarlos,1
Virus Joe,JulianAssange,1
Joel Via #1-O,JulianAssange,1
Llibert Ferri Mateo,GuineuAstuta,1
Eva Ferrer Garcia,XSalaimartin,1
Jep Cabestany,EmpoPR,1
Rep�blica CatalanaTV,exteriorscat,1
Yo mismo.,_Parao,1
Inmaculada Sanchez,Pablo_Iglesias_,1
Alberto Acosta,LaVanguardia,1
Zundato Republicano,subversivos_,1
noveno pasajero?,A3Noticias,1
Josep Vizcarro,gebelque,1
Ignacio Silva,TraedRuffles,1
J. Alberto Recio,jamer1961,1
AbuelaGuerrera,ActualidadRT,1
Gor Gonzola,CervantesFAQs,2
Ripense,drexlerjorge,1
Luisa Marcano,bolivene,2
Guillaume,Simonnet2,1
Maria Jim�nez,revistamongolia,1
Albert Nadal Garriga,govern,1
Luis sanchez,Pablo_Iglesias_,1
????? ???????a,Liev_Melenas,1
belladelse�or,JoseJPriego,1
Jos� Luis S. S.,eldiarioes,1
.,BarcAddicts,1
otario?,govern,1
Anartz Goia Ardanui,KRLS,1
E Gonz�lez Anguiano,Milenio,1
Valent� Mujal,jaimeberenguer,1
EL MEODROMO,Telmometro,1
Josep Ribas,lopezmonne,1
Luis Tizado,jg_dominguez,1
Horacio Luz�n,lu88149660,1
Rufus T. Firefly,pereceron,1
DoggoRighto,Timcast,1
Javi,KRLS,1
Dick Turpin,Santi_ABASCAL,1
luis pardo,EsthEr_BaYo,1
Marco,EstrellaOnline,1
Gloria Herrod,el_pais,1
Esther,garantimref,1
@vikingo5050,Albert_Rivera,1
[MEGA],LaVanguardia,1
DDD,mjguemes,1
Maite Valencia Canda,andreamarmol_,1
kamela,AnitaBotwin,1
Alicia Martinez,jordievole,1
Bacanarda,JeffRuig,1
???????,id_communism,1
Fonsi__7,cntprctr,1
bethel,andybes50484929,1
Jolpri,europapress,1
Eric Escribano,KRLS,1
Fernando S�nchez,drexlerjorge,1
Frederic BonPunCat,europapress,1
Txomin Castro,perezreverte,1
Rubenmar10,elmundotoday,1
Julio Arturo Sanchez,Ernesto01015101,1
?Gap_03?,europapress,1
Estitxu Eizagirre,XSalaimartin,1
Guzm�n Fleytas Pay�,LaNacionPy,1
Jesus R Padilla M,VTVcanal8,1
Jos� Manuel Dorado,ciclositurgaiz,1
Mahe.,punkfloppy,1
ni castas ni rastas,CervantesFAQs,1
Colchon Wells,Irene_Montero_,1
I�igo Landa,KRLS,1
Maran,cesamo70,1
El mentalista,InesArrimadas,1
IdaniaGonz�lezD�azR.,el_pais,1
Cristina ||*||,btvnoticies,1
Jonatan Pons,324cat,1
Ing.santafesino,AlberdianoArg,1
faustino fernandez,Santi_ABASCAL,1
Elvira Pa�s,elconfidencial,1
rambri,la_patilla,1
Miguel Alonso,APampliega,1
Josep M. Romero,KRLS,1
E.G.Sans.2016 tram44,carlosclavijo22,1
ana,FonsiLoaiza,1
Kosako,ladyDeneuve,1
Alejandro Javier,todonoticias,1
Nadjeschda,cxlturx,1
arelis bravo,bbcmundo,1
Senen Marcano,Lomb1209,1
Fran Fern�ndez,millanfernandez,1
Javier Zurdo Bermejo,CiudadanosCs,5
Carnero,Navegaciones,1
Adria Garcia,blonstark,1
Gin�s Eike,hermanntertsch,2
Hector ||*||,xevialde,1
Ramon Ros,tableroglobal,1
?Braian Heredia?,MotivacionesF,1
Republica catalana,juspursuit,1
Patricia Palombi,TraedRuffles,1
Quico Romeu #PPCC,ramoncotarelo,1
Blumo,nenedenadie,1
Isaac Carn�,ahorapodemos,1
Malu del R�o ??,CiudadanosCs,1
Manuel Gines Bielsa,elnacionalcat,1
?????? ????????,rentvchannel,1
elmismoleto,Pablo_Iglesias_,1
RIDamaitanpaFPI,voaindonesia,1
miscagris_JRRey,eslamananadeFJL,1
The UNBALENCED EARTH,ThomasVLinge,1
tino,okdiario,1
Baxtiyar Goran,GianniVernetti,1
Beatriz Frias,PerdigueroSIPEp,1
Juanca,german21168,1
Devon Rowcliffe,TasminaSheikh,1
Badalonaisspain,CCivicaCatalana,1
LIZ ?,luisoliveros13,1
Marc Lesan,CallMePains,1
Pedro,elcorreo_com,1
Ezequiel,ActualidadRT,1
manuel alfonso,montesinospablo,1
"Pelicano, Helena",YellowMellowMG,1
aidajsosa,Nanchinho,1
erika fernandez gil,verdsleliana,1
David Martinez Leiva,agarzon,1
El Kass,marubimo,1
Granfalloon,JulianAssange,1
ileanaesparzagamez,magnet_es,1
Dr Mento,davidbroncano,1
Luisa,puigdemont,1
Judith Rodriguez,manumarlasca,1
David,europapress,1
Javier Mu�iz Minaya,niporwifi,1
Eugenio,Elaguijon_,1
Josep Cruanyes i Tor,elnacionalcat,2
Cristian S�enz,paulandroll,1
ARBIA MEDIOS,EdgardoRovira,1
JC16,forogc,1
Dr. Evans ??,Mdoloresdv,1
rafa,Coponnnn,1
SFDK,Javi_Amunt,2
Jennifer,DavidMeseguer,1
Sara-II*II90%SI,MonDiari,1
Sergio Garcia,marianorajoy,1
pepechin,JoaquimBoschGra,1
Jose L Gonzalez,jllopisca,1
Maria Eugenia Gonzal,napoleonbravo,2
Juan Carlos Navarro,bbcmundo,1
Pablo Dom�nguez,eldiarioes,1
pedro ramirez casta�,Nanchinho,1
Alessio Arena,FrontePopolare,1
KKRAZY,KRLS,1
El Viejo Topo,bpberta,1
Pilar,fheras,1
Simon Phoenix,David_Guti,1
gjaro,mutludc,1
Daniel,ibrahimArslaan,1
Marc Llopis,lopezbofill,1
LoLo KeybladeMaster,agarzon,1
Marcos D,GaelGarciaB,1
Nacho Arbalejo,clarafelis,1
Xavier Ollonarte,XSalaimartin,1
Ramir De Porrata-D.,KRLS,1
cronopios,grancocolio,1
An Lightyear?,SirCasares,1
Th3Birdo?,el_pais,1
nayfer,DaniMateoAgain,1
Beatriz Ulloa,europapress,1
Xavier Abad MdG,altamiranoMLG,1
H�ctor Gras,esperanzaona,1
Jordi B.,aminahekmet,1
juan de los ciegos,ForcadellCarme,1
Gianna Henr�quez M.,jorgeramosnews,1
FRANKLIN ARRIETA,ChavistaGanador,1
Federico Alves,Kasparov63,1
Tajeldine,PresidencialVen,1
Deir Yassin,elpaiscatalunya,1
???ATLETI?????,TraedRuffles,1
Mar Segura,SiPeroNo1,1
Jos� C�mbara Almeida,noelia_ql,1
Lluis Le�n,LuzuGames,1
Gegonsa,GustavoVela71,1
Judith Leto,Corovalle,1
Mario Marie,PSOE,1
Xaxa,lamarea_com,1
Rub�n Mach�n Ortu�o,1996Javi,1
Luis Rueda Mart�n,luisrueda96,1
Thelma,SuperManuPerez,1
�scar Pasqual,DFPValls,1
David Rodr�guez,davidbroncano,1
Jorge P�rez Fdez,danielguzman,1
Mary ??,marcdobrev,1
Econ. Edgardo Perez,ConElMazoDando,1
web123 web456,ldeboissieu,1
Mar�a S�nchez,GLlamazares,2
NZFoWL,theintercept,1
Reobriu Can Tul!,JulianAssange,1
Alan L. Stewart  ?,telesurenglish,1
Anna San,KRLS,1
Bel�n Albarello,gsamsa11,1
?,monicaoltra,1
quinsza,JLFont001,1
Alex~~,frandepan,1
isabella,juanmanaran,1
JosephInsurgentBerk,pilaraymara,1
Marc Pericas,GINER,1
Rita L�pez   #S�,elpuntavui,1
.,avacadoandtoast,1
Ferran Puchades,casanyeta,1
Sr. G�mez ;),jjimenezgalvez,2
Cristian Wettke S.,Egon_Schmidlin,1
Carlos Moya,GraafiaMM,1
puto mono,Tyrexito,1
Andr�snosenada,oscarhe59223347,1
Question News,euronews,1
Pio14,324cat,1
rosagpl44,elperiodico,1
LUIS ANTONIO MORALES,Puerto56_,1
Mirja  DUI,ANCaldesmontbui,1
A Messi Blaugrana,DiogoXavi6,1
Sergi Cot,KRLS,1
Mapi ?,Con_Mapi2,1
Who?,temoris,1
MJBarna,maxpradera,1
Ram�n Higuero Piris,TraedRuffles,1
enraonar #568/16/116,VilaWeb,1
Rosiry Osuna,FidelidadACuba,1
#NoTenimPor de NING�,ref1oct,1
Comunistesmollet.cat,CatEnComu,1
PepaCampillos,Guerraeterna,1
Nurieta_digues_iaia,joeabenpresa,1
Diva Marquez,ElUniversal,1
@KelLliure ||*||,324cat,1
Jes�s Erick Cruz A.,lasillarota,1
Cerise Locard,henrydelaguerie,1
#RIPMyCrowleyCastiel,EcuavisaInforma,1
Jaime Carvajal,Hispantv,2
Banano,PatriHorrillo,1
Periodista retirado,luisoliveros13,1
bragasdesparto,Vladimir693,1
Ana Palacio,KaminskiMK,1
Phen.,AnitaBotwin,1
Jesus,RumTrinker,1
Fredy Contreras,correoorinoco,1
Carlos Sanchez,govern,1
canaria cr�tica,iescolar,1
Miquel Rubio,ManuelGuallar,1
Oscar Cuervo,Lantos,1
Francesca Borjas,PPopular,1
DEC,aaltafaj,1
Juan A. Jim�nez,perezreverte,1
Belinda Walker,cliodiaspora,1
Pedro Tomas,JulianAssange,1
pedro ramos urarte,indpcom,1
(~???)~,norcoreano,1
Anna,cnnbrk,1
z.petralanda II*II,Nikoiba,1
Charlie�,IgnatiusFarray1,1
Alejandro,GINER,1
jose sevilla rigo,PioMoa1,1
Ymastachi,PierreGent,1
itsTaylorLautner,rtvbn1,1
Uri,elbaronrojo,1
david alejandro,ElMundoSV,1
Esther Rodriguez,LosantosPosts,1
Nacho Plans,davidbroncano,1
? Suelo Oscuro ?,_BJean_,1
Grom ???,Limportant_fr,1
yosoy132,ActualidadRT,1
Guido Alex Jalil,jorgeramosnews,1
Carlos B. Mu�oz,FdezGmo,1
Lo Pep,GINER,2
jmgp,jmguimera,1
Ivonne RoMa,LaRazon_mx,1
FionaJayne,ThatTimWalker,1
Marc Zen Time,ForcadellCarme,1
Manel ||�||,AbaldeMaria,1
Jane A Toohey Hall,kylegriffin1,1
J Canyelles,JulianAssange,1
M Carmen Andreu Diaz,ForcadellCarme,1
Topacia,alvarocostales,1
Pjotr Henriet,paulmasonnews,1
cibeles? Chary Gomez,PerdigueroSIPEp,1
Jordi L�pez,GINER,1
Toni Salinas,DaniMateoAgain,1
Alexander Kassatkin,DerSPIEGEL,1
Dry.,BrowlyYT,1
Juan Antonio  B�jar,Fginer,1
Mariano maduro,welobes,1
Jos� Ram�rez,InfoVzlaNet,2
PeinaOvejas,iescolar,1
Roy Connemara,AntonioMaestre,1
Gonzalo Arrivi,ierrejon,1
jaime,marrdrgzr,1
Gabriela Franco,taniagrump,1
Sabine Delanglade,fred_pom,1
Ivo Clotet,ivo_clotet,1
Olga Bilbao,elbaronrojo,1
WillyElSucio,IgnatiusFarray1,1
AGAPITA,hugbelpsuv,1
delia arneric,carmen_hertz,1
Gillian Kalter,georgegalloway,1
SangreValencianista,CheonoChe,1
Dun�ta #1O votarem,DFPValls,1
Joaquim Xiberta Pons,mossos,1
Mea colonias,sanchezcastejon,1
David Salazar,ColombianTimes,1
Jesus Fernandez Bort,briciosegovia,1
Vebrelo,JulianAssange,1
Axel Casas,AntonioMaestre,1
Darth Alayne,CallMePains,1
Faith,ActualidadRT,1
Ratasorda,hermanntertsch,1
Andie,Migepequenio,1
The ?ngry Reaper,toniaira,1
soledad leuenberg,Pablo_Iglesias_,1
Exteriors Catalunya,yanisvaroufakis,1
Judit Duran,KRLS,1
SMB,Channel4News,1
4nd0n3,VidalQuadras,2
L?M,jeremycorbyn,1
alex ruiz,sergio_bocardo,1
montse 551#SiSiT.62V,diariARA,1
Claudia Pujadas?,jordievole,1
Donald,forogc,1
Carlos,MomentsES,1
?shunshah culiah ?,AntonioMaestre,1
facundo,metroadelantado,1
Teo,forogc,1
Cs Sanl�car la Mayor,Albert_Rivera,1
Padi,IgnatiusFarray1,1
Josep Am�lcar Albert,gerardsese,1
miscagris_JRRey,tabucarude,1
Marta ||*||,vilallongapac,1
Tanissr,GustavoVela71,1
Better Call Paul,CDRGoticRaval,1
Ro.,NoticiasONU,1
iReche,davidbroncano,1
Gabriela Miranda,LaPelotaNSM_KO,1
#DanithehumanSsj4,eLCris1017,1
Enric #VOTAREM 1-O,JulianAssange,2
y si no?,pictoline,1
Manuel Alej. B�ez,martuniki,1
Ojo Pelao,Guaitafran,1
MarBrava,PuigFigueras,1
Abalo Delgado,PPineros_,1
Antonio Mart�n,estherpalomera,1
Hermes,FrayJosepho,1
ramiro solana miera,GeneralDavila,1
?Emefuva?,davidbroncano,1
jesus rafael,Larissacostas,1
Xavier Soria J.,crisss2030,1
Mohamed L. Al Azzeh,georgegalloway,1
Yvan Blanco,ConElMazoDando,1
Cristina Quiroga,VilaWeb,1
Jose Mas,CiudadanosCs,1
Sinclair,JL69,1
David,Dfreeyourmind,1
Mazinger-Z,RoseLaloba,1
Daniel Gancedo,R3dWarri0r,1
Manuel MDB,voz_populi,1
Pedro ??,TheOldDruid,1
Javier Carrion,Societatcc,1
"ElLlop#DUIja,COLLONS",KRLS,1
Pakk(�),vivere__memento,1
Mahdiaboali,JulianAssange,1
mel,Josee_Cule,1
Francisco Cano G�mez,elespanolcom,1
Joe,rmdbutler,1
JoseRubio?,BlazyIsHere,1
Tony Gil Fons,golmo,1
Docentes con Maduro,VTVcanal8,1
Briatore,twegsy,1
Natalia,NoticiasONU,1
Jose M. Mayordomo,PPopular,1
Josua P�rez,VerstryngeJorge,1
Berta Fersil,philmusical,1
fimalour,FranFebles78,1
Manel R,toniaira,1
Paz Lloria,ArgeliaQueralt,1
GUSTAVO DREAMER :),DeniseDresserG,1
Betsy,Ruptly,1
Sandra Repull�s||*||,DesInfoCAT,1
Caterina Riba Mar�n,europapress,1
Alicialombano2,hermanntertsch,1
NoJob NoHome NoCash,euronews,1
Onyemaechi Collins,ipobmalaga,1
Toni Palma,elbaronrojo,1
Guillem,Xuxipc,1
biblioaprenent,bbcmundo,1
Silvacarlos,XFncs007,1
Lesbia Landinez .,VillegasPoljak,1
Doctroll Danilovich,aangelsala,1
RC7,izanaron,1
Silvia Velazquez,Pablo_Iglesias_,1
Llu�s Padu,AnitaBotwin,1
Francesc Garc�a,GuillemCebrian,1
Mar�a Verdugo,FernandoJaso,1
Antonio Hdez. Lobo,PabloAIglesias,1
Enrique Caballero,vivere__memento,1
N�ria Pradas,elpuntavui,1
spender arthur,jorgeramosnews,1
SangreValencianista,AlbertOrtegaES1,1
La Gata,niporwifi,1
Joan J. Bras�,VilaWeb,1
Alberto L�pez,ccanyadas,1
Fer,miquelcalcada,1
Ines,TeresaRodr_,1
Dani,norcoreano,1
sara vidal,mossos,1
luis vivas,mauricioeRG28,1
Tt ||*|| sedici�s!!,LaPelotaNSM_KO,1
Sergio Seys,HoyPorHoy,1
Skywalker,FonsiLoaiza,1
Rosa HS,LaVanguardia,1
Aar�n Ramos,Jan_Gatita,1
Synesthesia,RT_com,1
ERC Bellaterra,cxlturx,1
esaVoz,CiudadanosCs,1
Paloma GH,MiguelUrban,1
Sentiment,CheonoChe,1
Maluisir,DiegoPodemos,1
Montse,MaldonadoAg,1
Jamie,BorisJohnson,1
Espa�a Unida??,alfredoduro1,1
3T,FrenchFCB,1
Ray de Miguel,Demostenes_av,1
quark,cuartopoder,1
salvador madurell,papadimoulis,1
Juan Antonio Sol�s,Un_inciso,2
xebi,TeresaRodr_,1
�gata Chry,paqui_balsal,1
ale-alejandro,elmundotoday,1
Jen,xurrytraepan,1
fabian Handanovic,GustavoVela71,1
Silvestra Rodriguez,teleSURtv,1
Critica de TV,Mlpugo,1
Nicolas Klein,PedroInsua1,1
Susan Bell,LORD_FRASER,1
lorena,lajornadaonline,1
freddy mendoza,dcabellor,1
Vientos de Cambio,Herrero1946Jose,1
Sezim,mayarices,1
Everglow,aberron,1
(((Kukot)))?,QuicoSalles,1
�ngels,europapress,1
emistar61,miquinta1,1
Jordi Juanico Sabat�,pilaraymara,1
Ni�oMel�n #MafiaPP,AntonioMaestre,1
Kyba Lobo Maldito,martinezmaillo,1
Fangh ?,Snowden,1
Mary Findlay,AFP,1
Ana Pousa,JulianAssange,1
Alberto ggzm,Buenafuente,1
susanatorralba,marianorajoy,1
Ingrid Pira,mikofLohr,1
Carmen Gonzalez Bell,ToniNavarro2000,1
llrens_,MiguelUrban,1
Graci,A3Noticias,1
Lee Martin ????,Kevin_Maguire,1
Steve Roberts,Skeptical_G,1
Cristina Arteaga,elmundotoday,1
Gorka Lusian,elmundoes,2
Antonieta Garcia,AlejandraGlezDL,1
L�o Taxil SEDICI�S,__CarmenLopez,1
Mar�a L�pez Fern�nde,joluga68,1
Pere Par�s,diariARA,1
Javi Prada,javipradax98,1
Eloi Nadal,diariARA,1
AlpujarraRepublicana,japtapias,1
RosamSal*PelS�*T307,Lluis_Casanovas,1
fesemo2000,pepecolubi,1
Joaqu�n Eguiluz,jschaulsohn,1
Esther Mart�,VilaWeb,1
dejavierto,elmundotoday,1
Jos� Carlos Monge,agarzon,1
Deadpool,marianorajoy,1
HerZorro,agarzon,1
Txus Gonz�lez,CONICRB,1
Gabriel Carvajal,sextaNoticias,1
Marta Leiton,diostuitero,1
Jenny Suarez,CelopanYT,1
LuzMaSDelgado,carlos2015aceve,1
Salva Mu�oz,elnacionalcat,3
N�ria Arnay Bosch,SusodeToro1,1
? Shhhhhhhh,FonsiLoaiza,1
Anna kaos,patatuelaj,1
Maya Varma,frank_hodgkins,1
Margarita Lemus,ActualidadRT,2
Cristina Freixas,govern,1
Ana,CecileThibaud,1
ELIZABETH VERDESOTO,cmorlesVEN,1
Alfredo Montial,NotiPortal,1
Nac� con AlmaSanz,elnacionalcat,1
Rafael E. Cartagena,todonoticias,1
Sabine Bock,JulianAssange,1
LeoAndinoM,9soro,1
Aida Rubiralta,toniaira,1
DOUGLAS ACEVEDO,Mision_Verdad,1
NiRoMa,A3Noticias,1
Jordi Massana,RadioCanadaInfo,1
Albert,CNNEE,1
Fulli,AnitaBotwin,1
HaizeFenty?,Pablo_Iglesias_,1
jordi7,KRLS,1
BUY FOLLO?ERS :gwq,IgnatiusFarray1,1
sfreixas,GeorgeKerevan,1
Jose Angel,meneame_net,1
Pedro Echevarr�a,Barbijaputa,1
N�ria,telecincoes,1
Laura P�rez?,jordievole,1
Benjam�n,PedroBriegerOk,1
Lemiromo,revistamongolia,1
Menchu,Miotroyo2parte,1
SanKKDis,AliciaCastroAR,1
Pazos,frandepan,1
Jos� Jim�nez,WallCharles,1
Jos� Blas,GNavasTalero,1
Miguel Ternero,exememexe,1
Antton Aranburu Orbe,Pablo_Iglesias_,1
Delfin,elcedetueme,1
adorno,CremaschiG,1
gemma fc,btvnoticies,1
Jordi Negre Llinares,mossos,1
Liliana,AntiMajunches,1
Leandro Iglesias,selvaenriquez06,1
::: A I B E X :::,RaulSendic_uy,1
C_z0,bpolitics,1
Lourdes Larriba,elmundotoday,1
Greg Socks,theintercept,1
Angela D M,AngusRobertson,1
CgtResidusLli��munt,jordievole,1
Fernando Arancibia,jmkarg,1
Auscovic,realFFK,1
Gallego de Bien,elprogreso_Lugo,1
Castellano,InfoEmerg,1
Nora,20m,1
jecubero,SilviaVereda,1
eloinformada?,Luis_I_Gomez,1
julen,ensata,1
?treesoloak??,diostuitero,1
Margarita Guirao,6b47e7642cda4fb,1
Leire Fonollosa,SeguraGuerrero,1
nuria font,Endavant_Mca,1
PENSANTE,teleSURtv,1
Deza Saavedra,rtvbn1,1
Jo9N R. Puig,XavierAntich,1
??�????????,AnitaBotwin,1
Gadea Garcia,abc_es,1
Desahogado,forogc,1
Jes�s M D�az Trapero,ldpsincomplejos,1
alexcur rvmndrg,CristianSeguraA,1
Luis Fernandez,rguezcheca,1
Eduard,philmusical,1
antoniocampos,hoolSVQ,1
hosma guevara,ConElMazoDando,2
Rub�n #DUI,govern,1
TamaProjects,eugenianavarros,1
ElisabetAndreu,GeorgeKerevan,1
Anna Nigra,RaiNews,1
Samael Jackson,PhilAMellows,1
Marcos pareja esteve,Sweet__forever_,1
Carnedecapital,elperiodico,1
El c�scaras,davidbroncano,1
Cut-away,jordi_canyas,1
Martitze,europapress,1
Sergio Merka,IgnatiusFarray1,1
Gerard Fugasot,20m,1
EmmiLatte,odeim_o,1
Apaleado por pensar,protestona1,1
Antonio Pinedo,SkyNews,1
B�n�dicte Buhagiar,chdelporte,1
Antonio Sanchez,eldiarioes,1
Peter Berlin,heutejournal,1
agustin  bermudez,PapaBizarro,2
redu,Vertele,1
Fawn Mac,PolticsNewz,1
Txapa Rock,AntonioMaestre,1
nahuin,c_cardenas_s,1
MC_ROKA,SpanishMechanic,1
Dugall,marianorajoy,1
gemma esteve,CristianSeguraA,1
Pep TR,XSalaimartin,1
Susi Roig Ramon,PPopular,2
Jonathan Gonzalez,jordisanchezp,1
"Jes�s Garriga ""Txus""",Candeliano,1
Marky,JulianAssange,1
Carlton Avery,enki74,1
Jose Mas,JoseMas98,1
Klanc ?,govern,1
Hey James!,europapress,1
Alberto Bellors,AndresGReche,1
Jordi,davidbroncano,1
Paula,ziganda,1
Ana Baos,elmundoes,1
Masira,blonstark,1
Oliver,acgrayling,2
DeJos Traiton,patsdeteruel,1
Mc Nelly Torres,TheEconomist,1
Jokin,ArnaldoOtegi,1
Urko,pepecolubi,1
Pere Serra,324cat,1
Christian Castresana,GeorgeKerevan,1
In - Condicional,Santi_ABASCAL,1
kirtash74,Xuxipc,1
Lourdes Ruiz,DaniMateoAgain,1
Somos Uno,LaVanguardia,1
Stephen Findlay,Ruptly,1
I?FuCkErO,revistamongolia,1
kau� thiago sampaio,HugoCabezas78,1
Marta Jim�nez,SuNotissima,1
M. Franco,elespanolcom,1
Cristian Camilo Rozo,ELTIEMPO,1
Roobarb and Custard,Channel4News,1
mirabai,Kojo671,1
mendi,CNN,1
Te(r)u 10,PabloTilo,1
J.Alberto,carmen_caesaris,1
Emily,Miriam_Junne,1
S�lvia ?He votat S�?,lopezbofill,1
Enric Vilanova,puntinho10,1
Berta GR,XSalaimartin,1
Servia,LaVanguardia,1
Andr�s Velarde,ajplus,1
Faustino Lopez,CristianSeguraA,1
??????,Depricher,1
Rober,hermanntertsch,1
Laura,Erilaz_Gothorum,1
Roc Mir ??,__CarmenLopez,1
Tavo,JulianAssange,1
jesus alfaro,pmklose,1
Carito James,DeniseDresserG,1
Matt Rogish,mendel,1
Carl,revistamongolia,1
Andrea Guisasola,pereceron,1
Serkan,Conflicts,1
Daniel,Albert_Ccia,1
Laura Fernandez,IgnatiusFarray1,1
Diego,paugasol,1
EgiaMediabask,JonInarritu,1
Sergio Sanchez lopez,PabloTilo,1
Humet de Fesol ? ?,Nanchinho,1
Mirims,Xuxipc,1
Silvia Mart�nez,TraedRuffles,1
